             16
             id           type       radius_a       radius_b       radius_c     position_x     position_y     position_z       axle_a_x       axle_a_y       axle_a_z       axle_b_x       axle_b_y       axle_b_z       axle_c_x       axle_c_y       axle_c_z     velocity_x     velocity_y     velocity_z         omga_x         omga_y         omga_z        force_x        force_y        force_z       moment_x       moment_y       moment_z
              1              0   1.000000e+00   2.000000e+00   3.000000e+00   2.000000e+00   1.500000e+00   1.000000e+00   1.570796e+00   0.000000e+00   1.570796e+00   3.141593e+00   1.570796e+00   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
              2              0   1.900000e+00   1.600000e+00   9.000000e-01   0.000000e+00   0.000000e+00  -1.400000e+01   1.570796e+00   0.000000e+00   1.570796e+00   3.141593e+00   1.570796e+00   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
              3              0   1.100000e+00   1.200000e+00   1.500000e+00   0.000000e+00   1.200000e+01  -1.400000e+01   0.000000e+00   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
              4              0   1.500000e+00   4.000000e-01   9.000000e-01   0.000000e+00   1.200000e+01   0.000000e+00   1.570796e+00   0.000000e+00   1.570796e+00   3.141593e+00   1.570796e+00   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
              5              0   9.000000e-01   1.600000e+00   1.800000e+00   0.000000e+00   1.200000e+01   1.400000e+01   6.981386e-01   2.268931e+00   1.570796e+00   8.726615e-01   6.981386e-01   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
              6              0   1.700000e+00   1.000000e+00   3.000000e-01   0.000000e+00   0.000000e+00   1.400000e+01   6.981386e-01   8.726615e-01   1.570796e+00   2.268931e+00   6.981386e-01   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
              7              0   1.200000e+00   1.600000e+00   2.400000e+00   0.000000e+00  -1.200000e+01   1.400000e+01   3.490735e-01   1.919862e+00   1.570796e+00   1.221731e+00   3.490735e-01   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
              8              0   1.400000e+00   2.000000e-01   1.500000e+00   0.000000e+00  -1.200000e+01   0.000000e+00   3.490735e-01   1.221731e+00   1.570796e+00   1.919862e+00   3.490735e-01   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
              9              0   1.400000e+00   2.000000e-01   1.500000e+00   0.000000e+00  -1.200000e+01  -1.400000e+01   3.490735e-01   1.221731e+00   1.570796e+00   1.919862e+00   3.490735e-01   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
             10              0   1.900000e+00   1.600000e+00   9.000000e-01   0.000000e+00   0.000000e+00   2.000000e+01   1.570796e+00   0.000000e+00   1.570796e+00   3.141593e+00   1.570796e+00   1.570796e+00   1.570796e+00   1.570796e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
