18.08 63.1521
18.0775 63.0063
18.075 62.8608
18.0725 62.7156
18.07 62.5708
18.0675 62.4264
18.065 62.2822
18.0625 62.1384
18.06 61.995
18.0576 61.8519
18.0551 61.7091
18.0526 61.5666
18.0501 61.4245
18.0476 61.2827
18.0451 61.1413
18.0426 61.0001
18.0401 60.8593
18.0376 60.7189
18.0351 60.5788
18.0326 60.439
18.0301 60.2995
18.0276 60.1603
18.0251 60.0215
18.0226 59.883
18.0201 59.7449
18.0177 59.607
18.0152 59.4695
18.0127 59.3323
18.0102 59.1955
18.0077 59.0589
18.0052 58.9227
18.0027 58.7868
18.0002 58.6512
17.9977 58.516
17.9952 58.381
17.9927 58.2464
17.9902 58.1121
17.9877 57.9781
17.9852 57.8445
17.9827 57.7111
17.9802 57.5781
17.9778 57.4454
17.9753 57.313
17.9728 57.1809
17.9703 57.0491
17.9678 56.9176
17.9653 56.7865
17.9628 56.6556
17.9603 56.5251
17.9578 56.3948
17.9553 56.2649
17.9528 56.1353
17.9503 56.006
17.9478 55.877
17.9453 55.7484
17.9428 55.62
17.9403 55.4919
17.9379 55.3641
17.9354 55.2367
17.9329 55.1095
17.9304 54.9826
17.9279 54.8561
17.9254 54.7298
17.9229 54.6039
17.9204 54.4782
17.9179 54.3529
17.9154 54.2278
17.9129 54.1031
17.9104 53.9786
17.9079 53.8544
17.9054 53.7306
17.9029 53.607
17.9004 53.4837
17.898 53.3607
17.8955 53.238
17.893 53.1157
17.8905 52.9936
17.888 52.8717
17.8855 52.7502
17.883 52.629
17.8805 52.5081
17.878 52.3874
17.8755 52.2671
17.873 52.147
17.8705 52.0272
17.868 51.9077
17.8655 51.7885
17.863 51.6696
17.8605 51.551
17.8581 51.4326
17.8556 51.3146
17.8531 51.1968
17.8506 51.0793
17.8481 50.9621
17.8456 50.8451
17.8431 50.7285
17.8406 50.6121
17.8381 50.496
17.8356 50.3802
17.8331 50.2647
17.8306 50.1494
17.8281 50.0345
17.8256 49.9198
17.8231 49.8053
17.8206 49.6912
17.8182 49.5773
17.8157 49.4637
17.8132 49.3504
17.8107 49.2374
17.8082 49.1246
17.8057 49.0121
17.8032 48.8998
17.8007 48.7879
17.7982 48.6762
17.7957 48.5648
17.7932 48.4536
17.7907 48.3428
17.7882 48.2321
17.7857 48.1218
17.7832 48.0117
17.7807 47.9019
17.7783 47.7924
17.7758 47.6831
17.7733 47.5741
17.7708 47.4653
17.7683 47.3568
17.7658 47.2486
17.7633 47.1407
17.7608 47.033
17.7583 46.9255
17.7558 46.8184
17.7533 46.7114
17.7508 46.6048
17.7483 46.4984
17.7458 46.3923
17.7433 46.2864
17.7408 46.1808
17.7384 46.0754
17.7359 45.9703
17.7334 45.8654
17.7309 45.7608
17.7284 45.6565
17.7259 45.5524
17.7234 45.4486
17.7209 45.345
